16.66,16.66,16.66,16.66,1260000,16.66,16.66,0
16.85,16.85,16.85,16.85,1890000,16.6945454545,16.6780952381,0
16.93,16.93,16.93,16.93,2550000,16.7373553719,16.7020861678,0
16.98,16.98,16.98,16.98,2010000,16.781472577,16.7285541518,0
17.09,17.09,17.08,17.08,3850000,16.8357502903,16.762025185,0
17.030001,17.030001,17.030001,17.030001,2160000,16.8710686011,16.7875466912,0
17.09,17.09,17.09,17.09,2630000,16.91087431,16.8163517682,0
16.76,16.76,16.76,16.76,2970000,16.8834426173,16.8109849331,0
16.67,16.67,16.67,16.67,3330000,16.8446348687,16.7975577966,0
16.65,16.719999,16.65,16.719999,2640000,16.8219738017,16.7901712446,0
16.860001,16.860001,16.860001,16.860001,1790000,16.8288878377,16.7968216975,0
16.85,16.85,16.85,16.85,1570000,16.8327264127,16.8018862977,0
16.870001,16.870001,16.870001,16.870001,1170000,16.8395036104,16.8083734122,0
16.9,16.9,16.9,16.9,1440000,16.8505029539,16.8170997539,-43.1818181818
16.940001,16.940001,16.92,16.92,1890000,16.8631387805,16.8268997774,-38.6363636364
16.860001,16.860001,16.860001,16.860001,1250000,16.862568275,16.8300522747,-52.2725
16.74,16.74,16.74,16.74,1700000,16.8402831341,16.8214758676,-79.5454545455
16.73,16.73,16.73,16.73,1150000,16.8202316551,16.8127638802,-81.8181818182
16.82,16.82,16.82,16.82,1250000,16.820189536,16.8134530345,-61.3636363636
16.9,17.02,16.9,17.02,2380000,16.8565187113,16.8331241741,-15.9090909091
17.049999,17.049999,17.049999,17.049999,1690000,16.8916969456,16.8537789194,0
17.049999,17.049999,17.049999,17.049999,1810000,16.9204791373,16.8724665461,0
17.23,17.23,17.23,17.23,2040000,16.9767556578,16.9065173513,0
17.290001,17.290001,17.290001,17.290001,2210000,17.0337093564,16.9430396035,0
17.35,17.35,17.32,17.32,2220000,17.0857622007,16.9789405937,-4.8387096774
17.23,17.23,17.23,17.23,1360000,17.1119872551,17.0028510133,-19.3548387097
17.209999,17.209999,17.209999,17.209999,1470000,17.1298075724,17.022579393,-22.5808064516
17.280001,17.280001,17.280001,17.280001,1810000,17.1571154683,17.0470957365,-11.2901612903
17.24,17.24,17.24,17.24,1790000,17.1721853831,17.0654675711,-17.7419354839
17.209999,17.209999,17.059999,17.059999,3040000,17.1517878589,17.0649467548,-46.7743548387
17.059999,17.059999,17.059999,17.059999,1730000,17.1350989755,17.0644755401,-46.7743548387
16.99,16.99,16.99,16.99,1920000,17.1087173436,17.0573826315,-67.9245283019
17.15,17.15,17.15,17.15,1940000,17.1162232811,17.0662033333,-44.4444444444
17.23,17.23,17.200001,17.200001,2470000,17.1314555936,17.0789459682,-41.6663888889
17.17,17.17,17.17,17.17,1260000,17.1384636675,17.0876177808,-50
17.209999,17.209999,17.209999,17.209999,1310000,17.1514700916,17.099273135,-38.8891666667
17.280001,17.280001,17.280001,17.280001,1710000,17.1748393477,17.1164853126,-19.4441666667
17.26,17.280001,17.26,17.280001,2030000,17.1939596481,17.1320582352,-19.4441666667
17.219999,17.219999,17.219999,17.219999,1310000,17.1986940757,17.1404335461,-20.6902734818
17.24,17.24,17.24,17.24,1410000,17.2062042438,17.1499160655,-13.7934007124
17.23,17.23,17.23,17.23,1340000,17.2105307449,17.1575431069,-17.2416646839
17.290001,17.290001,17.290001,17.290001,1520000,17.2249798822,17.1701581444,0
17.33,17.33,17.32,17.32,2410000,17.2422562672,17.1844287973,-2.9411764706
17.200001,17.200001,17.200001,17.200001,1590000,17.2345734914,17.1859118642,-38.235
17.190001,17.190001,17.190001,17.190001,1360000,17.226469402,17.1863013057,-41.1761764706
