1277.719971,1295.48999,1266.890015,1292.619995
1297.369995,1305.099976,1278.930054,1287.880005
1283.23999,1293.400024,1272.640015,1286.77002
1276.939941,1286.109985,1269.77002,1277.719971
1272.079956,1294.939941,1268.98999,1290.079956
1294.060059,1301.130005,1278.599976,1285.22998
1284.890015,1294.5,1275.069946,1280.589966
1285,1297.040039,1279.810059,1290.079956
1290.079956,1297.150024,1281.359985,1289.969971
1287.98999,1291.73999,1268.660034,1276.060059
1271.199951,1283.130005,1266.339966,1276.609985
1277.829956,1304.660034,1274.51001,1297.920044
1301.790039,1307.530029,1283.680054,1287.880005
1289.199951,1296.27002,1275.069946,1282.02002
1279.810059,1287.430054,1273.52002,1280.589966
1280.150024,1292.51001,1272.530029,1283.130005
1280.369995,1287.099976,1272.640015,1279.040039
1277.939941,1286.550049,1269.98999,1275.839966
1269.98999,1283.130005,1263.910034,1277.5
1276.280029,1293.180054,1272.310059,1286.109985
1285.670044,1295.27002,1274.400024,1281.030029
1278.050049,1288.319946,1271.420044,1284.01001
1285.339966,1309.959961,1282.689941,1299.359985
1299.910034,1304.550049,1283.130005,1289.530029
1290.079956,1300.02002,1281.030029,1291.849976
1291.849976,1296.930054,1275.51001,1280.369995
1276.829956,1283.23999,1265.459961,1271.530029
1273.410034,1280.810059,1264.130005,1269.660034
1268.77002,1277.050049,1260.930054,1268.550049
1267.560059,1279.47998,1262.47998,1271.75
1270.97998,1278.27002,1257.619995,1261.699951
1258.719971,1269.209961,1254.199951,1260.050049
1259.719971,1266.890015,1245.140015,1247.349976
1252.650024,1260.930054,1242.819946,1249.670044
1249.01001,1274.180054,1245.689941,1271.089966
1271.530029,1277.390015,1257.839966,1265.23999
1263.800049,1278.930054,1257.619995,1268.219971
1272.420044,1277.390015,1261.699951,1267.449951
1261.699951,1268.329956,1252.869995,1259.939941
1257.069946,1267.560059,1252.099976,1259.719971
1260.160034,1270.869995,1255.959961,1264.910034
1265.900024,1275.51001,1256.630005,1260.709961
1263.469971,1270.650024,1255.849976,1266.780029
1264.800049,1276.280029,1260.48999,1272.75
1273.959961,1280.150024,1261.47998,1265.680054
1264.689941,1268.109985,1251.550049,1258.060059
1256.290039,1264.23999,1248.339966,1259.050049
1259.5,1267.01001,1246.02002,1252.97998
1252.209961,1262.040039,1246.579956,1253.859985
1256.849976,1269.099976,1252.099976,1259.939941
1265.23999,1274.849976,1257.180054,1263.689941
1263.689941,1270.430054,1257.290039,1265.680054
1262.589966,1272.420044,1257.839966,1266.780029
1268.109985,1276.609985,1256.959961,1269.550049
1269.660034,1277.5,1263.469971,1272.310059
1278.819946,1281.910034,1260.819946,1265.130005
1265.130005,1272.530029,1258.5,1266.560059
1269.77002,1273.630005,1257.619995,1266.560059
1265.349976,1282.910034,1261.150024,1278.709961
1279.48999,1286.439941,1269.880005,1278.48999
1276.829956,1289.199951,1272.530029,1284.780029
1286.219971,1290.300049,1270.540039,1275.180054
1272.859985,1277.939941,1257.400024,1259.719971
1256.73999,1266.22998,1245.800049,1258.060059
1257.180054,1262.810059,1239.069946,1242.050049
1244.369995,1251.209961,1235.530029,1242.27002
1243.709961,1253.859985,1238.300049,1247.23999
1246.910034,1256.400024,1241.390015,1247.790039
1248.22998,1261.369995,1243.150024,1252.75
1248.670044,1258.939941,1239.51001,1249.780029
1251.880005,1265.569946,1246.579956,1260.27002
1268.98999,1282.459961,1261.589966,1274.180054
1277.609985,1283.569946,1268.77002,1277.5
1281.469971,1288.650024,1267.670044,1273.300049
1271.199951,1283.569946,1265.459961,1273.52002
1276.719971,1285.109985,1270.099976,1278.050049
1276.829956,1295.829956,1271.420044,1285.339966
1298.949951,1310.369995,1292.22998,1304.880005
1305,1316.079956,1297.48999,1309.699951
1305.219971,1308.920044,1294.349976,1303.76001
1301.75,1307.800049,1290.98999,1296.709961
1295.469971,1305.670044,1291.109985,1301.969971
1305.329956,1312.839966,1293.22998,1301.52002
1300.959961,1308.359985,1292.790039,1302.97998
1306.449951,1314.180054,1293.910034,1305.780029
1302.76001,1320.790039,1298.719971,1315.410034
1321.23999,1325.040039,1304.209961,1310.930054
1310.599976,1321.23999,1304.439941,1315.300049
1320.560059,1331.77002,1312.609985,1320.560059
1317.199951,1330.530029,1311.939941,1327.280029
1329.640015,1331.98999,1312.949951,1316.420044
1314.290039,1322.579956,1307.23999,1318.439941
1319,1323.810059,1308.02002,1313.839966
1312.050049,1318.209961,1300.73999,1306.339966
1302.199951,1308.130005,1285.390015,1290.099976
1297.380005,1305.439941,1288.880005,1300.959961
1298.949951,1303.98999,1288.75,1298.390015
1299.400024,1312.390015,1293.680054,1304.77002
1304.77002,1312.719971,1293.569946,1297.380005
1296.709961,1305.439941,1287.75,1299.72998
1297.27002,1326.050049,1293.790039,1324.47998
1315.079956,1326.719971,1307.800049,1320.560059
1322.689941,1338.819946,1314.069946,1323.030029
1320.680054,1329.189941,1314.73999,1323.810059
1325.939941,1338.709961,1321.800049,1332.209961
1334.119995,1341.170044,1326.160034,1335.459961
1334.01001,1342.180054,1322.579956,1337.140015
1335.459961,1343.75,1329.189941,1334.01001
1331.77002,1337.589966,1320.22998,1326.390015
1328.290039,1340.609985,1324.930054,1334.449951
1330.420044,1336.469971,1318.880005,1328.410034
1324.599976,1333.670044,1313.400024,1321.910034
1320.900024,1336.810059,1315.300049,1332.890015
1333.219971,1343.640015,1326.160034,1337.699951
1336.130005,1345.98999,1326.390015,1338.599976
1333.890015,1347.670044,1326.949951,1335.459961
1336.579956,1351.930054,1331.540039,1347.890015
1354.609985,1365.930054,1346.209961,1357.969971
1352.26001,1363.26001,1345.319946,1350.920044
1351.030029,1363.349976,1346.439941,1359.540039
1356.180054,1362.119995,1346.890015,1357.640015
1357.079956,1372.199951,1344.76001,1351.810059
1349.800049,1359.209961,1335.689941,1348.900024
1349.130005,1359.880005,1338.599976,1353.609985
1352.26001,1365.589966,1345.209961,1357.079956
1354.280029,1358.089966,1338.930054,1343.859985
1340.390015,1352.599976,1334.900024,1346.099976
1347.890015,1357.410034,1340.050049,1347.449951
1350.02002,1361.900024,1342.969971,1355.619995
1354.280029,1360.099976,1345.430054,1353.050049
1348.569946,1352.709961,1336.920044,1346.890015
1345.880005,1350.02002,1322.920044,1325.160034
1320.790039,1331.209961,1316.310059,1325.040039
1324.709961,1334.790039,1318.319946,1329.859985
1328.849976,1331.880005,1317.650024,1320.790039
1318.77002,1324.369995,1309.140015,1314.290039
1314.630005,1325.48999,1303.650024,1315.300049
1318.550049,1326.050049,1311.380005,1316.97998
1318.439941,1324.709961,1308.130005,1317.76001
1312.609985,1321.569946,1305.890015,1312.719971
1312.050049,1319.219971,1307.569946,1312.5
1315.969971,1328.069946,1311.829956,1323.699951
1323.920044,1333.670044,1319.109985,1329.530029
1330.420044,1334.680054,1313.51001,1318.099976
1316.420044,1322.920044,1310.47998,1318.319946
1316.640015,1324.26001,1309.810059,1317.650024
1321.23999,1328.630005,1315.189941,1322.469971
1322.920044,1334.790039,1316.97998,1331.089966
1331.209961,1340.050049,1325.160034,1335.130005
1335.459961,1342.410034,1325.27002,1334.01001
1333.670044,1337.140015,1322.800049,1329.189941
1329.079956,1334.119995,1318.209961,1326.719971
1326.390015,1333,1318.660034,1325.829956
1327.170044,1341.400024,1323.920044,1335.689941
1335.130005,1348.22998,1326.609985,1339.27002
1337.930054,1346.550049,1324.819946,1333.449951
1330.199951,1334.01001,1314.849976,1319.439941
1317.430054,1327.400024,1307.01001,1312.390015
1314.959961,1320.119995,1296.709961,1307.680054
1307.349976,1315.75,1301.079956,1309.140015
1308.579956,1314.52002,1291.219971,1298.160034
1295.25,1307.569946,1283.709961,1300.400024
1298.839966,1312.949951,1291.219971,1306.790039
1306.339966,1313.400024,1294.469971,1297.939941
1313.959961,1323.589966,1305.780029,1316.310059
1314.73999,1334.569946,1301.859985,1321.119995
1323.47998,1330.199951,1306,1312.050049
1310.599976,1325.27002,1301.969971,1320.790039
1330.089966,1336.810059,1318.550049,1328.630005
1329.640015,1343.969971,1323.47998,1340.949951
1343.410034,1351.589966,1327.959961,1333.670044
1332.209961,1345.430054,1323.810059,1333.109985
1330.089966,1335.01001,1321.119995,1328.73999
1326.050049,1335.910034,1315.189941,1324.369995
1325.040039,1333.890015,1316.199951,1325.48999
1324.47998,1336.810059,1320.22998,1326.719971
1325.599976,1333.329956,1318.439941,1328.069946
1328.290039,1343.410034,1323.699951,1339.939941
1340.390015,1356.180054,1336.579956,1354.72998
1356.73999,1364.140015,1343.530029,1350.810059
1351.930054,1371.300049,1346.209961,1368.5
1366.939941,1378.359985,1356.849976,1369.290039
1368.839966,1383.400024,1358.869995,1368.839966
1367.050049,1375.670044,1357.75,1364.140015
1364.25,1374.660034,1356.180054,1364.359985
1364.469971,1373.430054,1357.079956,1367.160034
1367.380005,1374.550049,1355.290039,1362.339966
1360.099976,1366.709961,1351.589966,1356.52002
1353.050049,1364.02002,1346.550049,1359.98999
1361.780029,1377.689941,1356.180054,1368.72998
1373.050049,1384.630005,1361.01001,1375.569946
1375.459961,1383.599976,1362.609985,1374.310059
1372.130005,1393.579956,1367.780029,1390.25
1388.069946,1398.51001,1377.060059,1389.680054
1386.810059,1402.52002,1380.280029,1396.670044
1398.390015,1411.01001,1386.469971,1403.439941
1400.109985,1410.109985,1389.910034,1399.540039
